Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,Year,Conf Record,Away,Home,SOS
293,Sacred Heart,NEC,30,14–16,100.7,111.0,0.2468,51.5,51.6,17.1,20.1,25.9,32.6,31.7,31.9,50.2,50.6,35.9,35.3,34.1,41.6,70.2,-12.7,2024,10–6,,Sacred Heart,0.2622964952975909
294,Old Dominion,SB,31,6–25,98.3,108.3,0.2453,47.6,51.3,15.0,18.0,25.2,31.2,27.1,39.7,47.5,50.0,31.8,35.5,35.1,42.0,70.8,-19.5,2024,3–15,,Old Dominion,0.4604961976385809
295,DePaul,BE,31,3–28,100.6,111.1,0.2421,48.3,56.6,20.1,14.5,22.0,33.0,34.4,28.9,47.2,56.0,33.6,38.4,34.4,40.4,68.8,-14.3,2024,0–20,,DePaul,0.7344168082979894
296,Presbyterian,BSth,29,11–18,101.2,111.8,0.2411,51.3,52.6,17.1,17.6,26.3,27.8,37.3,43.1,52.1,52.7,33.1,34.9,32.9,35.7,68.4,-14.1,2024,6–10,,Presbyterian,0.3476862912293655
297,Louisiana Monroe,SB,28,9–19,99.5,110.1,0.2392,44.8,52.6,18.2,17.2,34.1,29.0,38.4,37.6,45.6,51.7,28.5,35.8,28.7,44.9,68.0,-13.5,2024,6–12,,Louisiana Monroe,0.4308069854178679
298,Boston University,Pat,32,15–17,97.2,107.6,0.2382,47.8,50.0,17.7,16.9,26.6,23.0,30.2,36.2,46.8,48.7,32.8,34.6,40.8,41.0,66.8,-14.2,2024,10–8,,Boston University,0.277961045410576
299,Chicago St.,ind,27,9–18,96.9,107.5,0.2325,45.7,53.0,20.5,21.5,32.2,35.7,38.9,36.4,46.1,55.3,29.9,32.5,34.2,35.3,66.2,-12.6,2024,0–0,,Chicago St.,0.404514962617716
300,Bellarmine,ASun,28,5–23,99.9,111.1,0.2276,49.0,53.9,14.5,14.6,21.8,29.4,21.4,31.9,48.3,55.1,33.6,35.0,37.3,44.4,66.0,-17.6,2024,4–12,,Bellarmine,0.4039565422396109
301,South Carolina St.,MEAC,29,12–17,98.5,109.6,0.2271,45.9,52.6,20.9,21.6,37.9,30.3,36.0,48.1,44.9,53.7,32.1,33.9,31.3,38.7,69.7,-12.0,2024,9–5,,South Carolina St.,0.3497012484806704
302,Jacksonville,ASun,30,13–17,98.9,110.0,0.227,48.7,52.3,19.2,17.4,34.6,30.7,36.3,40.4,47.7,51.5,33.8,35.7,33.1,40.9,66.7,-12.1,2024,5–11,,Jacksonville,0.3467230553873486
303,Grambling St.,SWAC,28,14–14,96.7,107.7,0.2252,48.0,50.2,20.8,19.3,28.7,33.5,38.2,34.4,47.5,49.2,32.7,34.8,29.1,32.9,66.1,-8.2,2024,14–4,Grambling St.,R,0.3558347125896782
304,Wagner,NEC,28,13–15,95.1,106.1,0.2222,44.5,48.8,15.8,17.1,29.4,27.3,26.7,30.8,42.3,51.2,32.1,30.1,38.4,40.2,62.4,-11.8,2024,7–9,Wagner,R,0.2960460533091312
305,Elon,CAA,30,11–19,102.2,114.0,0.221,50.6,53.2,17.8,15.7,28.7,32.8,32.8,29.1,48.8,54.5,35.2,34.2,43.7,40.0,68.6,-14.1,2024,6–12,,Elon,0.3798173643729102
306,Campbell,CAA,29,11–18,99.6,111.3,0.2166,52.0,52.2,18.1,16.4,23.8,31.2,33.7,23.6,52.0,52.9,34.6,34.1,38.6,43.3,67.3,-13.8,2024,8–10,,Campbell,0.3524129054076016
307,Idaho,BSky,30,9–21,99.0,111.0,0.2121,50.2,53.5,17.5,16.6,22.7,28.6,26.7,37.2,50.2,53.4,33.5,35.8,41.0,38.5,65.8,-16.8,2024,5–13,,Idaho,0.3672647879958425
308,Robert Morris,Horz,30,8–22,100.6,112.9,0.21,50.3,53.3,20.0,15.8,33.2,29.5,28.0,36.8,50.0,54.3,33.8,34.3,42.6,34.8,68.0,-17.2,2024,6–14,,Robert Morris,0.3910795538261946
309,Delaware St.,MEAC,28,11–17,94.1,105.6,0.21,46.3,51.8,21.2,21.2,32.3,30.3,38.7,35.4,45.9,50.2,31.7,36.2,25.7,39.3,70.0,-13.3,2024,6–8,,Delaware St.,0.3132565634626445
310,Southeastern Louisiana,Slnd,29,12–17,97.9,109.8,0.2095,48.4,51.3,20.9,17.3,30.7,30.3,35.0,30.2,46.6,52.2,34.1,33.4,38.6,44.8,65.7,-11.9,2024,10–8,,Southeastern Louisiana,0.3418619213962339
311,Alabama St.,SWAC,28,10–18,93.0,104.4,0.2091,41.1,49.2,16.4,20.1,32.1,29.4,28.8,43.7,40.6,48.2,28.0,33.7,38.1,41.1,68.3,-12.9,2024,8–10,,Alabama St.,0.338872871731514
312,Le Moyne,NEC,29,12–17,98.9,111.2,0.2058,50.1,50.6,16.6,17.8,23.1,29.9,25.3,27.8,49.2,51.0,34.1,33.4,47.5,43.0,68.3,-13.8,2024,9–7,,Le Moyne,0.2618848685179453
313,Bethune Cookman,SWAC,29,14–15,97.2,109.3,0.2053,47.4,50.3,20.1,22.1,29.7,33.6,38.9,47.8,47.3,49.4,31.8,34.7,30.7,35.8,70.6,-11.6,2024,11–7,,Bethune Cookman,0.2927781768084244
314,Western Michigan,MAC,30,11–19,99.2,111.6,0.2046,49.0,51.1,19.5,15.9,33.9,29.4,31.4,31.9,48.7,50.9,32.9,34.2,38.6,38.5,69.3,-14.4,2024,9–9,,Western Michigan,0.396733793140775
315,Coastal Carolina,SB,29,7–22,99.0,111.7,0.2006,49.4,50.1,19.1,12.7,29.3,30.5,32.5,29.5,50.0,50.6,32.1,33.0,32.9,46.6,70.2,-17.8,2024,5–13,,Coastal Carolina,0.4044660131972187
316,Sacramento St.,BSky,31,8–23,97.4,110.0,0.1981,48.7,54.0,23.1,15.5,34.4,25.9,33.5,33.4,49.1,55.1,32.1,34.8,41.3,38.3,64.9,-18.3,2024,4–14,,Sacramento St.,0.3983931133944206
317,William & Mary,CAA,31,8–23,100.2,113.4,0.1945,48.3,52.2,16.3,14.4,27.4,29.1,31.9,34.9,48.6,52.5,32.1,34.5,47.7,36.5,66.8,-18.7,2024,4–14,,William & Mary,0.3700658735029267
318,South Dakota,Sum,29,9–20,102.6,116.2,0.1924,51.9,53.1,18.3,11.7,27.5,28.6,30.5,27.3,49.6,52.3,37.6,36.2,34.5,38.3,69.8,-16.5,2024,5–11,,South Dakota,0.3388459266418827
319,Northern Arizona,BSky,33,14–19,97.7,110.8,0.1908,49.3,52.9,18.1,16.7,24.1,31.1,31.1,37.4,50.7,55.4,31.2,32.0,35.2,34.0,69.2,-13.5,2024,7–11,,Northern Arizona,0.4090159390268045
320,Eastern Illinois,OVC,28,10–18,95.6,108.8,0.1837,44.8,52.0,15.7,19.7,27.5,28.0,27.2,37.5,43.6,51.1,31.8,35.8,29.6,37.1,67.5,-13.2,2024,8–10,,Eastern Illinois,0.3143147123321985
321,Charleston Southern,BSth,27,7–20,94.9,108.1,0.1833,45.2,50.9,18.1,13.4,27.0,29.0,31.2,33.5,44.1,52.3,31.4,31.9,35.9,31.5,67.7,-14.2,2024,6–10,,Charleston Southern,0.433524099191828
322,Lafayette,Pat,31,10–21,92.8,105.8,0.1823,46.9,48.5,17.5,17.4,24.2,29.1,23.9,31.5,47.0,46.6,31.2,34.3,40.0,38.5,66.2,-17.0,2024,10–8,,Lafayette,0.351553506215426
323,Eastern Michigan,MAC,29,11–18,97.1,111.1,0.1757,47.9,52.0,17.0,15.7,27.6,31.2,25.0,31.5,48.7,54.7,30.8,31.9,32.3,39.5,66.3,-14.1,2024,6–12,,Eastern Michigan,0.3480298434202652
324,Northwestern St.,Slnd,30,7–23,97.1,111.8,0.1655,47.7,51.9,19.3,18.5,29.8,34.1,36.7,41.4,48.0,53.8,31.3,32.6,34.4,37.2,68.5,-18.5,2024,7–11,,Northwestern St.,0.3377508985744044
325,Navy,Pat,30,12–18,95.5,110.6,0.1573,44.0,50.3,15.6,20.5,31.8,30.8,34.8,35.7,43.8,50.9,29.6,32.9,33.1,40.7,66.4,-15.4,2024,8–10,,Navy,0.2635655958988884
326,Southern Indiana,OVC,29,5–24,95.6,110.6,0.157,45.6,49.5,19.4,16.6,27.0,28.5,37.6,48.6,44.5,49.3,31.6,33.3,36.3,37.5,70.0,-19.2,2024,5–13,,Southern Indiana,0.3409098212295839
327,NJIT,AE,27,6–21,97.7,113.3,0.1536,44.6,52.4,16.4,16.6,28.3,32.9,31.2,39.7,44.7,52.3,29.6,35.0,39.2,35.8,67.4,-16.8,2024,3–13,,NJIT,0.3903468624496774
328,UT Rio Grande Valley,WAC,29,4–25,95.2,110.5,0.1528,45.1,53.1,19.0,18.9,24.3,33.4,41.2,34.4,45.8,54.2,29.0,33.9,29.2,33.4,72.2,-19.3,2024,2–18,,UT Rio Grande Valley,0.461761240973285
329,New Orleans,Slnd,29,6–23,98.2,114.4,0.1484,45.5,54.4,17.3,19.1,28.4,34.9,39.2,38.7,45.5,54.9,30.2,35.5,29.3,31.7,72.2,-18.2,2024,4–14,,New Orleans,0.3390130311801249
330,Arkansas Pine Bluff,SWAC,27,9–18,101.9,118.9,0.1443,51.5,52.6,18.0,15.4,22.9,34.0,40.2,32.5,48.4,56.0,36.5,31.4,49.4,38.3,72.9,-13.2,2024,8–10,,Arkansas Pine Bluff,0.2980100045015064
331,Hampton,CAA,30,6–24,95.9,112.1,0.1434,46.7,51.6,17.9,15.0,27.9,31.9,29.4,29.9,46.9,52.1,30.9,33.9,38.6,39.0,70.7,-20.1,2024,3–15,,Hampton,0.3621284050078051
332,Dartmouth,Ivy,25,4–21,92.6,108.6,0.1376,47.6,54.2,19.4,13.4,20.7,24.5,27.8,24.4,48.2,53.2,31.2,37.0,42.7,42.4,66.0,-16.0,2024,2–12,,Dartmouth,0.4590616055617482
333,Fairleigh Dickinson,NEC,30,13–17,96.5,113.4,0.1355,47.1,52.9,17.2,19.0,27.8,31.2,34.9,32.0,46.7,52.4,31.8,35.7,39.3,40.5,73.1,-13.8,2024,9–7,,Fairleigh Dickinson,0.266071060536003
334,Morgan St.,MEAC,27,8–19,96.8,114.2,0.1307,47.4,52.1,20.2,18.2,30.0,37.4,31.0,41.0,49.1,51.8,28.4,35.1,27.3,32.5,71.5,-14.6,2024,7–7,,Morgan St.,0.3309353358461606
335,Texas A&M Commerce,Slnd,30,10–20,94.3,111.4,0.1289,46.0,52.4,16.7,18.3,24.3,33.1,30.8,39.2,47.6,52.4,29.4,35.0,46.0,30.4,67.1,-14.2,2024,6–12,,Texas A&M Commerce,0.3636806656947861
336,Central Arkansas,ASun,30,7–23,96.9,114.5,0.1287,47.5,54.0,18.1,15.4,28.3,31.4,29.3,33.7,45.2,51.9,34.2,37.9,37.8,42.1,70.1,-19.0,2024,5–11,,Central Arkansas,0.3404841330872555
337,Manhattan,MAAC,28,6–22,94.6,111.7,0.1286,47.2,53.3,19.2,17.1,24.8,30.0,21.8,27.4,47.5,52.5,31.1,36.7,39.0,33.3,69.7,-17.5,2024,4–16,,Manhattan,0.3788207188808707
338,Alabama A&M,SWAC,31,10–21,93.0,110.0,0.126,45.7,49.5,22.7,20.0,31.8,33.3,47.8,46.7,46.7,46.8,28.5,36.0,26.5,37.1,71.3,-16.7,2024,9–9,,Alabama A&M,0.3444245175420919
339,Prairie View A&M,SWAC,29,8–21,93.7,111.3,0.1216,45.6,53.7,17.7,22.6,26.5,35.2,36.9,46.6,45.6,54.1,30.4,35.2,26.4,32.9,71.8,-16.0,2024,5–13,,Prairie View A&M,0.3525143896702968
340,Florida A&M,SWAC,27,5–22,92.9,110.4,0.1199,47.5,51.8,21.4,16.3,26.3,31.7,28.0,39.2,46.0,51.1,34.1,35.3,29.9,36.6,69.1,-15.9,2024,4–14,,Florida A&M,0.3897872068507045
341,North Carolina A&T,CAA,32,7–25,96.2,114.6,0.1172,43.9,54.5,13.8,15.9,24.3,34.0,34.0,29.5,44.4,55.5,28.7,35.2,35.7,37.2,68.9,-19.1,2024,5–13,,North Carolina A&T,0.440820699462291
342,Incarnate Word,Slnd,29,6–23,96.1,114.6,0.1168,48.2,51.8,21.7,15.1,30.0,30.0,37.1,40.7,48.3,50.2,32.0,36.7,39.7,34.4,70.8,-19.5,2024,3–15,,Incarnate Word,0.3091332680316936
343,Tennessee Tech,OVC,28,7–21,94.8,113.1,0.1158,49.0,52.5,17.8,15.4,18.9,28.1,31.0,24.6,49.2,52.7,32.3,34.8,34.1,37.7,66.6,-17.3,2024,5–13,,Tennessee Tech,0.3244808827498455
344,Loyola MD,Pat,31,6–25,93.7,112.0,0.1146,47.2,53.3,20.4,15.6,29.2,26.4,30.0,32.6,46.1,53.3,32.7,35.6,38.7,36.6,66.7,-20.9,2024,5–13,,Loyola MD,0.3273223387362209
345,Cal Poly,BW,31,3–28,93.3,111.5,0.114,46.0,51.5,18.6,17.3,24.3,33.6,31.3,41.9,44.1,50.8,33.0,35.6,34.0,30.3,66.6,-23.4,2024,0–20,,Cal Poly,0.4239647152036584
346,Army,Pat,30,8–22,90.8,108.6,0.1137,47.1,50.3,18.9,16.6,27.0,25.5,25.4,31.6,46.5,50.6,31.8,33.2,45.1,39.5,64.0,-19.5,2024,6–12,,Army,0.2600221584610344
347,LIU,NEC,29,7–22,92.7,111.2,0.1101,46.4,50.8,20.1,15.8,25.5,28.5,31.5,41.1,46.3,53.0,31.0,31.1,29.9,34.3,71.3,-18.3,2024,6–10,,LIU,0.3422921933898132
348,Buffalo,MAC,30,3–27,95.0,114.5,0.1053,47.3,53.9,20.0,15.1,28.3,30.6,26.0,28.7,51.6,53.5,27.5,36.5,41.4,35.1,70.0,-22.2,2024,2–16,,Buffalo,0.4196486236267686
349,Detroit Mercy,Horz,32,1–31,95.6,116.0,0.0977,47.3,55.9,19.4,17.3,25.9,35.2,30.3,31.9,50.4,56.1,28.1,37.1,36.9,37.2,68.0,-24.8,2024,1–19,,Detroit Mercy,0.4579864560194578
350,Holy Cross,Pat,32,9–23,99.2,120.9,0.093,50.1,53.6,16.5,12.8,23.2,28.1,25.9,30.6,48.7,50.7,35.0,38.7,37.7,39.7,66.7,-19.3,2024,6–12,,Holy Cross,0.2997723312593274
351,Pacific,WCC,30,4–26,94.9,115.8,0.0919,46.5,56.3,16.9,16.1,18.8,33.2,37.1,36.4,46.0,58.2,31.5,35.7,36.3,39.7,69.3,-19.2,2024,0–16,,Pacific,0.4665199936457483
352,Lindenwood,OVC,28,6–22,91.7,113.0,0.0831,43.3,53.9,17.9,17.7,23.6,28.7,38.3,40.2,43.2,52.5,29.0,37.6,30.7,37.4,68.4,-18.2,2024,3–15,,Lindenwood,0.3018619023043284
353,Houston Christian,Slnd,27,4–23,95.8,118.3,0.0817,46.9,54.0,21.0,13.6,29.7,33.7,36.8,28.6,47.9,55.5,29.5,34.0,28.0,34.1,72.5,-17.3,2024,4–14,,Houston Christian,0.3934680191778075
354,Maryland Eastern Shore,MEAC,24,5–19,88.2,108.9,0.0816,42.4,50.8,20.1,18.9,28.6,33.5,32.1,36.7,42.6,52.0,28.2,32.5,34.9,36.3,67.9,-15.5,2024,4–10,,Maryland Eastern Shore,0.3168520487995632
355,Southeast Missouri St.,OVC,27,5–22,90.4,112.0,0.0781,45.1,52.0,17.3,17.2,24.0,29.5,27.0,44.2,45.1,54.0,30.0,31.5,33.5,30.5,70.2,-18.3,2024,4–14,,Southeast Missouri St.,0.3159079183298957
356,Siena,MAAC,31,4–27,90.0,112.4,0.0718,44.6,51.6,23.5,14.6,33.3,31.4,31.2,28.0,45.8,50.8,28.1,35.4,34.4,33.8,67.0,-22.9,2024,3–17,,Siena,0.3866347618212762
357,VMI,SC,29,1–28,88.1,110.5,0.0689,46.0,54.4,21.2,15.1,23.8,30.6,27.6,30.9,46.7,54.5,29.7,36.2,33.3,38.4,75.7,-22.8,2024,1–17,,VMI,0.4247289500795151
358,Stonehill,NEC,30,3–27,90.5,113.7,0.0673,46.7,52.7,19.5,16.6,22.5,31.0,22.6,29.4,47.9,51.7,30.1,35.9,47.0,46.2,69.1,-22.0,2024,2–14,,Stonehill,0.3535911845326757
359,Saint Francis,NEC,28,6–22,93.3,117.3,0.0666,47.2,53.0,21.2,17.1,32.9,31.3,32.6,35.4,45.7,52.9,33.2,35.4,35.1,37.1,66.4,-18.6,2024,3–13,,Saint Francis,0.2944982828720512
360,IU Indy,Horz,29,3–26,92.7,116.9,0.065,46.5,58.2,21.3,18.5,30.0,35.5,33.2,33.4,49.5,59.0,24.7,38.0,24.3,37.5,68.3,-21.6,2024,2–18,,IU Indy,0.3655155616429402
361,Coppin St.,MEAC,28,2–26,84.8,109.9,0.0485,42.1,51.2,22.6,21.8,27.0,38.4,30.8,37.8,41.9,50.9,28.4,34.5,34.7,37.6,67.3,-22.1,2024,1–13,,Coppin St.,0.3560765405590712
362,Mississippi Valley St.,SWAC,31,1–30,85.4,116.4,0.0276,42.5,55.6,24.0,17.2,27.9,35.7,33.0,41.6,41.9,55.6,29.2,37.0,30.4,36.5,65.5,-22.7,2024,1–17,,Mississippi Valley St.,0.4253250510062713
